gas,year,lights_mean,lights_sum,pop_sum,pop_flooded_sum,flood_intensity_3,id
,1994,.38938099,88,21305.715,1601.5925,.033636786,BANDAR DUA
,1995,.088105999,20,21305.715,1601.5925,.033636786,BANDAR DUA
,1996,.59734499,135,21305.715,1601.5925,.033636786,BANDAR DUA
,1997,.65486699,148,21305.715,1601.5925,.033636786,BANDAR DUA
,1998,.71681398,162,21305.715,1601.5925,.033636786,BANDAR DUA
,1999,.5,113,21305.715,1601.5925,.033636786,BANDAR DUA
,2000,.672566,152,21305.715,1601.5925,.033636786,BANDAR DUA
,2001,.69468999,157,21305.715,1601.5925,.033636786,BANDAR DUA
,2002,.63716799,144,21305.715,1601.5925,.033636786,BANDAR DUA
,2003,.924779,209,21305.715,1601.5925,.033636786,BANDAR DUA
,2004,1.168142,264,21305.715,1601.5925,.033636786,BANDAR DUA
,2005,1.1106189,251,21305.715,1601.5925,.033636786,BANDAR DUA
,2006,1.0575221,239,21305.715,1601.5925,.033636786,BANDAR DUA
,2007,.69468999,157,21305.715,1601.5925,.033636786,BANDAR DUA
,2008,.84513301,191,21305.715,1601.5925,.033636786,BANDAR DUA
,2009,.97787601,221,21305.715,1601.5925,.033636786,BANDAR DUA
,2010,1.730088,391,21305.715,1601.5925,.033636786,BANDAR DUA
,2011,1.6725661,378,21305.715,1601.5925,.033636786,BANDAR DUA
,2012,1.787611,404,21305.715,1601.5925,.033636786,BANDAR DUA
,1992,0,0,11006.73,0,0,BANDAR PUSAKA
,1993,1.0756299,256,11006.73,0,0,BANDAR PUSAKA
,1994,.17154799,41,11006.73,0,0,BANDAR PUSAKA
,1995,.194093,46,11006.73,0,0,BANDAR PUSAKA
,1996,1.661088,397,11006.73,0,0,BANDAR PUSAKA
,1997,.23849399,57,11006.73,0,0,BANDAR PUSAKA
,1998,.22175699,53,11006.73,0,0,BANDAR PUSAKA
,1999,.28033501,67,11006.73,0,0,BANDAR PUSAKA
,2000,.81171501,194,11006.73,0,0,BANDAR PUSAKA
,2001,0,0,11006.73,0,0,BANDAR PUSAKA
,2002,.54393297,130,11006.73,0,0,BANDAR PUSAKA
,2003,.14644399,35,11006.73,0,0,BANDAR PUSAKA
,2004,.305439,73,11006.73,0,0,BANDAR PUSAKA
,2005,.23849399,57,11006.73,0,0,BANDAR PUSAKA
,2006,.079498,19,11006.73,0,0,BANDAR PUSAKA
,2007,0,0,11006.73,0,0,BANDAR PUSAKA
,2008,0,0,11006.73,0,0,BANDAR PUSAKA
,2009,0,0,11006.73,0,0,BANDAR PUSAKA
,2010,0,0,11006.73,0,0,BANDAR PUSAKA
,2011,0,0,11006.73,0,0,BANDAR PUSAKA
,2012,.19665299,47,11006.73,0,0,BANDAR PUSAKA
,1992,0,0,5641.7661,2617.9709,.2789,BATEE
,1993,.30000001,12,5641.7661,2617.9709,.2789,BATEE
,1994,.30000001,12,5641.7661,2617.9709,.2789,BATEE
,1995,0,0,5641.7661,2617.9709,.2789,BATEE
,1996,.125,5,5641.7661,2617.9709,.2789,BATEE
,1997,0,0,5641.7661,2617.9709,.2789,BATEE
,1998,.25,10,5641.7661,2617.9709,.2789,BATEE
,1999,.125,5,5641.7661,2617.9709,.2789,BATEE
,2000,.64999998,26,5641.7661,2617.9709,.2789,BATEE
,2001,.5,20,5641.7661,2617.9709,.2789,BATEE
,2002,0,0,5641.7661,2617.9709,.2789,BATEE
,2003,.22499999,9,5641.7661,2617.9709,.2789,BATEE
,2004,2.075,83,5641.7661,2617.9709,.2789,BATEE
,2005,1.6,64,5641.7661,2617.9709,.2789,BATEE
,2006,2,80,5641.7661,2617.9709,.2789,BATEE
,2007,1.5,60,5641.7661,2617.9709,.2789,BATEE
,2008,1.8,72,5641.7661,2617.9709,.2789,BATEE
,2009,1.35,54,5641.7661,2617.9709,.2789,BATEE
,2010,4.8000002,192,5641.7661,2617.9709,.2789,BATEE
,2011,3.125,125,5641.7661,2617.9709,.2789,BATEE
,2012,4.7750001,191,5641.7661,2617.9709,.2789,BATEE
,1992,1.416667,51,4425.3931,0,0,BEBESEN
,1993,2.0810809,77,4425.3931,0,0,BEBESEN
,1994,3.243243,120,4425.3931,0,0,BEBESEN
,1995,3.6111109,130,4425.3931,0,0,BEBESEN
,1996,3.3783779,125,4425.3931,0,0,BEBESEN
,1997,4.3783779,162,4425.3931,0,0,BEBESEN
,1998,4.9459462,183,4425.3931,0,0,BEBESEN
,1999,4.9189191,182,4425.3931,0,0,BEBESEN
,2000,7.3783779,273,4425.3931,0,0,BEBESEN
,2001,8.0270271,297,4425.3931,0,0,BEBESEN
,2002,7.6486492,283,4425.3931,0,0,BEBESEN
,2003,5.108108,189,4425.3931,0,0,BEBESEN
,2004,5.1621618,191,4425.3931,0,0,BEBESEN
,2005,5.0270271,186,4425.3931,0,0,BEBESEN
,2006,5.6756759,210,4425.3931,0,0,BEBESEN
,2007,3.2162161,119,4425.3931,0,0,BEBESEN
,2008,5.7837839,214,4425.3931,0,0,BEBESEN
,2009,6.405405,237,4425.3931,0,0,BEBESEN
,2010,12.378378,458,4425.3931,0,0,BEBESEN
,2011,8.9459457,331,4425.3931,0,0,BEBESEN
,2012,13.297297,492,4425.3931,0,0,BEBESEN
,1992,3.9662161,587,17037.189,0,0,BENDAHARA
,1993,6.5285711,914,17037.189,0,0,BENDAHARA
,1994,3.126761,444,17037.189,0,0,BENDAHARA
,1995,4.560811,675,17037.189,0,0,BENDAHARA
,1996,4.2605629,605,17037.189,0,0,BENDAHARA
,1997,2.6971829,383,17037.189,0,0,BENDAHARA
,1998,3.7957749,539,17037.189,0,0,BENDAHARA
,1999,4.0211272,571,17037.189,0,0,BENDAHARA
,2000,4,568,17037.189,0,0,BENDAHARA
,2001,3.457746,491,17037.189,0,0,BENDAHARA
,2002,3.7183101,528,17037.189,0,0,BENDAHARA
,2003,2.4929581,354,17037.189,0,0,BENDAHARA
,2004,2.0281689,288,17037.189,0,0,BENDAHARA
,2005,2.0352111,289,17037.189,0,0,BENDAHARA
,2006,1.542254,219,17037.189,0,0,BENDAHARA
,2007,.98591501,140,17037.189,0,0,BENDAHARA
,2008,1.978873,281,17037.189,0,0,BENDAHARA
,2009,.89436603,127,17037.189,0,0,BENDAHARA
,2010,2.9718311,422,17037.189,0,0,BENDAHARA
,2011,2.542254,361,17037.189,0,0,BENDAHARA
,2012,2.9507041,419,17037.189,0,0,BENDAHARA
,1992,0,0,27309.033,0,0,BEUTONG
,1993,.0081759999,13,27309.033,0,0,BEUTONG
,1994,0,0,27309.033,0,0,BEUTONG
,1995,0,0,27309.033,0,0,BEUTONG
,1996,.002513,4,27309.033,0,0,BEUTONG
,1997,0,0,27309.033,0,0,BEUTONG
,1998,0,0,27309.033,0,0,BEUTONG
,1999,0,0,27309.033,0,0,BEUTONG
,2000,0,0,27309.033,0,0,BEUTONG
,2001,0,0,27309.033,0,0,BEUTONG
,2002,0,0,27309.033,0,0,BEUTONG
,2003,0,0,27309.033,0,0,BEUTONG
,2004,0,0,27309.033,0,0,BEUTONG
,2005,0,0,27309.033,0,0,BEUTONG
,2006,.033920001,54,27309.033,0,0,BEUTONG
,2007,0,0,27309.033,0,0,BEUTONG
,2008,0,0,27309.033,0,0,BEUTONG
,2009,0,0,27309.033,0,0,BEUTONG
,2010,0,0,27309.033,0,0,BEUTONG
,2011,.0062810001,10,27309.033,0,0,BEUTONG
,2012,.059673,95,27309.033,0,0,BEUTONG
,1992,0,0,3053.7898,0,0,BIES
,1993,0,0,3053.7898,0,0,BIES
,1994,0,0,3053.7898,0,0,BIES
,1995,0,0,3053.7898,0,0,BIES
,1996,.25,4,3053.7898,0,0,BIES
,1997,0,0,3053.7898,0,0,BIES
,1998,2.0625,33,3053.7898,0,0,BIES
,1999,.3125,5,3053.7898,0,0,BIES
,2000,3.9375,63,3053.7898,0,0,BIES
,2001,6.25,100,3053.7898,0,0,BIES
,2002,6.625,106,3053.7898,0,0,BIES
,2003,3.6875,59,3053.7898,0,0,BIES
,2004,2.75,44,3053.7898,0,0,BIES
,2005,2.9375,47,3053.7898,0,0,BIES
,2006,3.3125,53,3053.7898,0,0,BIES
,2007,0,0,3053.7898,0,0,BIES
,2008,2.1875,35,3053.7898,0,0,BIES
,2009,1.9375,31,3053.7898,0,0,BIES
,2010,7.1875,115,3053.7898,0,0,BIES
,2011,2.6875,43,3053.7898,0,0,BIES
,2012,6.75,108,3053.7898,0,0,BIES
,1992,0,0,4912.896,0,0,BINTANG
,1993,0,0,4912.896,0,0,BINTANG
,1994,0,0,4912.896,0,0,BINTANG
,1995,0,0,4912.896,0,0,BINTANG
,1996,0,0,4912.896,0,0,BINTANG
,1997,0,0,4912.896,0,0,BINTANG
,1998,0,0,4912.896,0,0,BINTANG
,1999,0,0,4912.896,0,0,BINTANG
,2000,0,0,4912.896,0,0,BINTANG
,2001,0,0,4912.896,0,0,BINTANG
,2002,0,0,4912.896,0,0,BINTANG
,2003,0,0,4912.896,0,0,BINTANG
,2004,0,0,4912.896,0,0,BINTANG
,2005,.063464999,37,4912.896,0,0,BINTANG
,2006,0,0,4912.896,0,0,BINTANG
,2007,0,0,4912.896,0,0,BINTANG
,2008,0,0,4912.896,0,0,BINTANG
,2009,0,0,4912.896,0,0,BINTANG
,2010,0,0,4912.896,0,0,BINTANG
,2011,0,0,4912.896,0,0,BINTANG
,2012,0,0,4912.896,0,0,BINTANG
,1992,.296491,169,112562.25,0,0,BIREM BAYEUN
,1993,.66377801,383,112562.25,0,0,BIREM BAYEUN
,1994,.27036399,156,112562.25,0,0,BIREM BAYEUN
,1995,.72456098,413,112562.25,0,0,BIREM BAYEUN
,1996,.82669002,477,112562.25,0,0,BIREM BAYEUN
,1997,.51819801,299,112562.25,0,0,BIREM BAYEUN
,1998,.73656797,425,112562.25,0,0,BIREM BAYEUN
,1999,.44194099,255,112562.25,0,0,BIREM BAYEUN
,2000,1.166378,673,112562.25,0,0,BIREM BAYEUN
,2001,.48353601,279,112562.25,0,0,BIREM BAYEUN
,2002,1.5632581,902,112562.25,0,0,BIREM BAYEUN
,2003,.73310202,423,112562.25,0,0,BIREM BAYEUN
,2004,.80762601,466,112562.25,0,0,BIREM BAYEUN
,2005,.76083201,439,112562.25,0,0,BIREM BAYEUN
,2006,.39168099,226,112562.25,0,0,BIREM BAYEUN
,2007,.124783,72,112562.25,0,0,BIREM BAYEUN
,2008,.428076,247,112562.25,0,0,BIREM BAYEUN
,2009,.091853999,53,112562.25,0,0,BIREM BAYEUN
,2010,1.12825,651,112562.25,0,0,BIREM BAYEUN
,2011,.79549402,459,112562.25,0,0,BIREM BAYEUN
,2012,.937608,541,112562.25,0,0,BIREM BAYEUN
,1992,.104167,5,10392.419,0,0,BLANG BINTANG
,1993,1.607843,82,10392.419,0,0,BLANG BINTANG
,1994,1.9,95,10392.419,0,0,BLANG BINTANG
,1995,1.854167,89,10392.419,0,0,BLANG BINTANG
,1996,2.1199999,106,10392.419,0,0,BLANG BINTANG
,1997,1.8200001,91,10392.419,0,0,BLANG BINTANG
,1998,1.66,83,10392.419,0,0,BLANG BINTANG
,1999,1.6799999,84,10392.419,0,0,BLANG BINTANG
,2000,2.0999999,105,10392.419,0,0,BLANG BINTANG
,2001,2.1400001,107,10392.419,0,0,BLANG BINTANG
,2002,2.0799999,104,10392.419,0,0,BLANG BINTANG
,2003,1.84,92,10392.419,0,0,BLANG BINTANG
,2004,1.9,95,10392.419,0,0,BLANG BINTANG
,2005,2.9200001,146,10392.419,0,0,BLANG BINTANG
,2006,2.5799999,129,10392.419,0,0,BLANG BINTANG
,2007,2.1400001,107,10392.419,0,0,BLANG BINTANG
,2008,4.8000002,240,10392.419,0,0,BLANG BINTANG
,2009,4.7600002,238,10392.419,0,0,BLANG BINTANG
,2010,7.6399999,382,10392.419,0,0,BLANG BINTANG
,2011,6.5,325,10392.419,0,0,BLANG BINTANG
,2012,9.0600004,453,10392.419,0,0,BLANG BINTANG
,1992,0,0,7672.1201,0,0,BLANG JERANGO
,1993,0,0,7672.1201,0,0,BLANG JERANGO
,1994,0,0,7672.1201,0,0,BLANG JERANGO
,1995,0,0,7672.1201,0,0,BLANG JERANGO
,1996,0,0,7672.1201,0,0,BLANG JERANGO
,1997,0,0,7672.1201,0,0,BLANG JERANGO
,1998,0,0,7672.1201,0,0,BLANG JERANGO
,1999,0,0,7672.1201,0,0,BLANG JERANGO
,2000,0,0,7672.1201,0,0,BLANG JERANGO
,2001,0,0,7672.1201,0,0,BLANG JERANGO
,2002,0,0,7672.1201,0,0,BLANG JERANGO
,2003,0,0,7672.1201,0,0,BLANG JERANGO
,2004,0,0,7672.1201,0,0,BLANG JERANGO
,2005,.014925,6,7672.1201,0,0,BLANG JERANGO
,2006,0,0,7672.1201,0,0,BLANG JERANGO
,2007,0,0,7672.1201,0,0,BLANG JERANGO
,2008,0,0,7672.1201,0,0,BLANG JERANGO
,2009,.012438,5,7672.1201,0,0,BLANG JERANGO
,2010,.029851001,12,7672.1201,0,0,BLANG JERANGO
,2011,0,0,7672.1201,0,0,BLANG JERANGO
,2012,.082089998,33,7672.1201,0,0,BLANG JERANGO
1,1992,8.3684206,477,17759.092,0,0,BLANG MANGAT
1,1993,11.272727,620,17759.092,0,0,BLANG MANGAT
1,1994,9.4363642,519,17759.092,0,0,BLANG MANGAT
1,1995,10.894737,621,17759.092,0,0,BLANG MANGAT
1,1996,12.363636,680,17759.092,0,0,BLANG MANGAT
1,1997,14.018182,771,17759.092,0,0,BLANG MANGAT
1,1998,12.109091,666,17759.092,0,0,BLANG MANGAT
1,1999,8.8909092,489,17759.092,0,0,BLANG MANGAT
1,2000,10.254545,564,17759.092,0,0,BLANG MANGAT
1,2001,14.4,792,17759.092,0,0,BLANG MANGAT
1,2002,8.0727272,444,17759.092,0,0,BLANG MANGAT
1,2003,6.8727269,378,17759.092,0,0,BLANG MANGAT
1,2004,5.7636361,317,17759.092,0,0,BLANG MANGAT
1,2005,5.5090909,303,17759.092,0,0,BLANG MANGAT
1,2006,5.363636,295,17759.092,0,0,BLANG MANGAT
1,2007,5.4727268,301,17759.092,0,0,BLANG MANGAT
1,2008,8.1090908,446,17759.092,0,0,BLANG MANGAT
1,2009,6.363636,350,17759.092,0,0,BLANG MANGAT
1,2010,10.781818,593,17759.092,0,0,BLANG MANGAT
1,2011,9.7818184,538,17759.092,0,0,BLANG MANGAT
1,2012,10.545455,580,17759.092,0,0,BLANG MANGAT
,1992,0,0,13250.99,0,0,BLANG PEGAYON
,1993,.066434003,19,13250.99,0,0,BLANG PEGAYON
,1994,0,0,13250.99,0,0,BLANG PEGAYON
,1995,0,0,13250.99,0,0,BLANG PEGAYON
,1996,.052448001,15,13250.99,0,0,BLANG PEGAYON
,1997,0,0,13250.99,0,0,BLANG PEGAYON
,1998,.080420002,23,13250.99,0,0,BLANG PEGAYON
,1999,0,0,13250.99,0,0,BLANG PEGAYON
,2000,.017483,5,13250.99,0,0,BLANG PEGAYON
,2001,0,0,13250.99,0,0,BLANG PEGAYON
,2002,.087412998,25,13250.99,0,0,BLANG PEGAYON
,2003,.090908997,26,13250.99,0,0,BLANG PEGAYON
,2004,.101399,29,13250.99,0,0,BLANG PEGAYON
,2005,.13286699,38,13250.99,0,0,BLANG PEGAYON
,2006,.202797,58,13250.99,0,0,BLANG PEGAYON
,2007,.052448001,15,13250.99,0,0,BLANG PEGAYON
,2008,.024475999,7,13250.99,0,0,BLANG PEGAYON
,2009,.048951,14,13250.99,0,0,BLANG PEGAYON
,2010,.48601401,139,13250.99,0,0,BLANG PEGAYON
,2011,.237762,68,13250.99,0,0,BLANG PEGAYON
,2012,.41608399,119,13250.99,0,0,BLANG PEGAYON
,1992,0,0,4795.4521,0,0,BLANGKEJEREN
,1993,.17777801,32,4795.4521,0,0,BLANGKEJEREN
,1994,.18784501,34,4795.4521,0,0,BLANGKEJEREN
,1995,0,0,4795.4521,0,0,BLANGKEJEREN
,1996,.18784501,34,4795.4521,0,0,BLANGKEJEREN
,1997,0,0,4795.4521,0,0,BLANGKEJEREN
,1998,.39779001,72,4795.4521,0,0,BLANGKEJEREN
,1999,0,0,4795.4521,0,0,BLANGKEJEREN
,2000,.110497,20,4795.4521,0,0,BLANGKEJEREN
,2001,.154696,28,4795.4521,0,0,BLANGKEJEREN
,2002,.72375703,131,4795.4521,0,0,BLANGKEJEREN
,2003,.52486199,95,4795.4521,0,0,BLANGKEJEREN
,2004,.56906098,103,4795.4521,0,0,BLANGKEJEREN
,2005,.59668499,108,4795.4521,0,0,BLANGKEJEREN
,2006,.61878502,112,4795.4521,0,0,BLANGKEJEREN
,2007,.39779001,72,4795.4521,0,0,BLANGKEJEREN
,2008,.447514,81,4795.4521,0,0,BLANGKEJEREN
,2009,.81768,148,4795.4521,0,0,BLANGKEJEREN
,2010,1.353591,245,4795.4521,0,0,BLANGKEJEREN
,2011,1.049724,190,4795.4521,0,0,BLANGKEJEREN
,2012,1.364641,247,4795.4521,0,0,BLANGKEJEREN
,1992,0,0,38383.355,0,0,BLANGPIDIE
,1993,.04171,40,38383.355,0,0,BLANGPIDIE
,1994,.0041669998,4,38383.355,0,0,BLANGPIDIE
,1995,.033298999,32,38383.355,0,0,BLANGPIDIE
,1996,.029167,28,38383.355,0,0,BLANGPIDIE
,1997,.026041999,25,38383.355,0,0,BLANGPIDIE
,1998,.023957999,23,38383.355,0,0,BLANGPIDIE
,1999,.039583001,38,38383.355,0,0,BLANGPIDIE
,2000,.045832999,44,38383.355,0,0,BLANGPIDIE
,2001,.071874999,69,38383.355,0,0,BLANGPIDIE
,2002,.109375,105,38383.355,0,0,BLANGPIDIE
,2003,.110417,106,38383.355,0,0,BLANGPIDIE
,2004,.09375,90,38383.355,0,0,BLANGPIDIE
,2005,.088541999,85,38383.355,0,0,BLANGPIDIE
,2006,.061457999,59,38383.355,0,0,BLANGPIDIE
,2007,.034375001,33,38383.355,0,0,BLANGPIDIE
,2008,.113542,109,38383.355,0,0,BLANGPIDIE
,2009,.21979199,211,38383.355,0,0,BLANGPIDIE
,2010,.24375001,234,38383.355,0,0,BLANGPIDIE
,2011,.25624999,246,38383.355,0,0,BLANGPIDIE
,2012,.320833,308,38383.355,0,0,BLANGPIDIE
,1992,0,0,9229.9883,0,0,BUBON
,1993,0,0,9229.9883,0,0,BUBON
,1994,0,0,9229.9883,0,0,BUBON
,1995,0,0,9229.9883,0,0,BUBON
,1996,0,0,9229.9883,0,0,BUBON
,1997,0,0,9229.9883,0,0,BUBON
,1998,0,0,9229.9883,0,0,BUBON
,1999,0,0,9229.9883,0,0,BUBON
,2000,0,0,9229.9883,0,0,BUBON
,2001,0,0,9229.9883,0,0,BUBON
,2002,0,0,9229.9883,0,0,BUBON
,2003,0,0,9229.9883,0,0,BUBON
,2004,0,0,9229.9883,0,0,BUBON
,2005,0,0,9229.9883,0,0,BUBON
,2006,.17045499,15,9229.9883,0,0,BUBON
,2007,0,0,9229.9883,0,0,BUBON
,2008,0,0,9229.9883,0,0,BUBON
,2009,0,0,9229.9883,0,0,BUBON
,2010,.93181801,82,9229.9883,0,0,BUBON
,2011,.625,55,9229.9883,0,0,BUBON
,2012,1.465909,129,9229.9883,0,0,BUBON
,1992,0,0,12618.751,0,0,BUKIT
,1993,1,129,12618.751,0,0,BUKIT
,1994,.63076901,82,12618.751,0,0,BUKIT
,1995,0,0,12618.751,0,0,BUKIT
,1996,.484615,63,12618.751,0,0,BUKIT
,1997,.153846,20,12618.751,0,0,BUKIT
,1998,.46923101,61,12618.751,0,0,BUKIT
,1999,0,0,12618.751,0,0,BUKIT
,2000,.96923101,126,12618.751,0,0,BUKIT
,2001,2.0999999,273,12618.751,0,0,BUKIT
,2002,1.069231,139,12618.751,0,0,BUKIT
,2003,2.023077,263,12618.751,0,0,BUKIT
,2004,2.3153851,301,12618.751,0,0,BUKIT
,2005,2.0769229,270,12618.751,0,0,BUKIT
,2006,1.630769,212,12618.751,0,0,BUKIT
,2007,0,0,12618.751,0,0,BUKIT
,2008,.346154,45,12618.751,0,0,BUKIT
,2009,.19230799,25,12618.751,0,0,BUKIT
,2010,2.584615,336,12618.751,0,0,BUKIT
,2011,2.4692309,321,12618.751,0,0,BUKIT
,2012,3.2461541,422,12618.751,0,0,BUKIT
,1992,0,0,4657.0308,0,0,BUKIT TUSAM
,1993,.217391,5,4657.0308,0,0,BUKIT TUSAM
,1994,0,0,4657.0308,0,0,BUKIT TUSAM
,1995,0,0,4657.0308,0,0,BUKIT TUSAM
,1996,0,0,4657.0308,0,0,BUKIT TUSAM
,1997,0,0,4657.0308,0,0,BUKIT TUSAM
,1998,.91666698,22,4657.0308,0,0,BUKIT TUSAM
,1999,0,0,4657.0308,0,0,BUKIT TUSAM
,2000,1.25,30,4657.0308,0,0,BUKIT TUSAM
,2001,1.208333,29,4657.0308,0,0,BUKIT TUSAM
,2002,3.875,93,4657.0308,0,0,BUKIT TUSAM
,2003,2.416667,58,4657.0308,0,0,BUKIT TUSAM
,2004,2.916667,70,4657.0308,0,0,BUKIT TUSAM
,2005,3.291667,79,4657.0308,0,0,BUKIT TUSAM
,2006,1.5,36,4657.0308,0,0,BUKIT TUSAM
,2007,0,0,4657.0308,0,0,BUKIT TUSAM
,2008,0,0,4657.0308,0,0,BUKIT TUSAM
,2009,.91666698,22,4657.0308,0,0,BUKIT TUSAM
,2010,2.833333,68,4657.0308,0,0,BUKIT TUSAM
,2011,3.041667,73,4657.0308,0,0,BUKIT TUSAM
,2012,4.708333,113,4657.0308,0,0,BUKIT TUSAM
,1992,0,0,8835.5107,0,0,CELALA
,1993,0,0,8835.5107,0,0,CELALA
,1994,0,0,8835.5107,0,0,CELALA
,1995,0,0,8835.5107,0,0,CELALA
,1996,0,0,8835.5107,0,0,CELALA
,1997,0,0,8835.5107,0,0,CELALA
,1998,0,0,8835.5107,0,0,CELALA
,1999,0,0,8835.5107,0,0,CELALA
,2000,.024155,5,8835.5107,0,0,CELALA
,2001,.072463997,15,8835.5107,0,0,CELALA
,2002,.096617997,20,8835.5107,0,0,CELALA
,2003,.173913,36,8835.5107,0,0,CELALA
,2004,.101449,21,8835.5107,0,0,CELALA
,2005,.37681201,78,8835.5107,0,0,CELALA
,2006,0,0,8835.5107,0,0,CELALA
,2007,0,0,8835.5107,0,0,CELALA
,2008,0,0,8835.5107,0,0,CELALA
,2009,0,0,8835.5107,0,0,CELALA
,2010,.082125999,17,8835.5107,0,0,CELALA
,2011,0,0,8835.5107,0,0,CELALA
,2012,0,0,8835.5107,0,0,CELALA
1,1992,0,0,25747.271,0,0,COT GIREK
1,1993,.39275801,141,25747.271,0,0,COT GIREK
1,1994,0,0,25747.271,0,0,COT GIREK
1,1995,0,0,25747.271,0,0,COT GIREK
1,1996,.58171701,210,25747.271,0,0,COT GIREK
1,1997,.188366,68,25747.271,0,0,COT GIREK
1,1998,.26038799,94,25747.271,0,0,COT GIREK
1,1999,0,0,25747.271,0,0,COT GIREK
1,2000,1.01108,365,25747.271,0,0,COT GIREK
1,2001,.54570597,197,25747.271,0,0,COT GIREK
1,2002,1.398892,505,25747.271,0,0,COT GIREK
1,2003,1.038781,375,25747.271,0,0,COT GIREK
1,2004,.65928,238,25747.271,0,0,COT GIREK
1,2005,.68144,246,25747.271,0,0,COT GIREK
1,2006,.30747899,111,25747.271,0,0,COT GIREK
1,2007,0,0,25747.271,0,0,COT GIREK
1,2008,.152355,55,25747.271,0,0,COT GIREK
1,2009,0,0,25747.271,0,0,COT GIREK
1,2010,.767313,277,25747.271,0,0,COT GIREK
1,2011,.52077597,188,25747.271,0,0,COT GIREK
1,2012,.93351799,337,25747.271,0,0,COT GIREK
,1992,0,0,836.70544,0,0,DABUN GELANG
,1993,0,0,836.70544,0,0,DABUN GELANG
,1994,0,0,836.70544,0,0,DABUN GELANG
,1995,0,0,836.70544,0,0,DABUN GELANG
,1996,0,0,836.70544,0,0,DABUN GELANG
,1997,0,0,836.70544,0,0,DABUN GELANG
,1998,.0086810002,5,836.70544,0,0,DABUN GELANG
,1999,0,0,836.70544,0,0,DABUN GELANG
,2000,0,0,836.70544,0,0,DABUN GELANG
,2001,0,0,836.70544,0,0,DABUN GELANG
,2002,.034722,20,836.70544,0,0,DABUN GELANG
,2003,.0052080001,3,836.70544,0,0,DABUN GELANG
,2004,0,0,836.70544,0,0,DABUN GELANG
,2005,.020833001,12,836.70544,0,0,DABUN GELANG
,2006,.053819001,31,836.70544,0,0,DABUN GELANG
,2007,0,0,836.70544,0,0,DABUN GELANG
,2008,.017361,10,836.70544,0,0,DABUN GELANG
,2009,.048611,28,836.70544,0,0,DABUN GELANG
,2010,.104167,60,836.70544,0,0,DABUN GELANG
,2011,.053819001,31,836.70544,0,0,DABUN GELANG
,2012,.170139,98,836.70544,0,0,DABUN GELANG
,1992,0,0,389.4567,0,0,DANAU
,1993,.147541,9,389.4567,0,0,DANAU
,1994,0,0,389.4567,0,0,DANAU
,1995,.096773997,6,389.4567,0,0,DANAU
,1996,.180328,11,389.4567,0,0,DANAU
,1997,0,0,389.4567,0,0,DANAU
,1998,.278689,17,389.4567,0,0,DANAU
,1999,0,0,389.4567,0,0,DANAU
,2000,.86885202,53,389.4567,0,0,DANAU
,2001,.93442601,57,389.4567,0,0,DANAU
,2002,.81967199,50,389.4567,0,0,DANAU
,2003,.44262299,27,389.4567,0,0,DANAU
,2004,.327869,20,389.4567,0,0,DANAU
,2005,.62295097,38,389.4567,0,0,DANAU
,2006,.49180299,30,389.4567,0,0,DANAU
,2007,.065573998,4,389.4567,0,0,DANAU
,2008,.54098397,33,389.4567,0,0,DANAU
,2009,.36065599,22,389.4567,0,0,DANAU
,2010,.50819701,31,389.4567,0,0,DANAU
,2011,1.098361,67,389.4567,0,0,DANAU
,2012,.44262299,27,389.4567,0,0,DANAU
,1992,0,0,2138.0361,0,0,DANAU PARIS
,1993,0,0,2138.0361,0,0,DANAU PARIS
,1994,0,0,2138.0361,0,0,DANAU PARIS
,1995,0,0,2138.0361,0,0,DANAU PARIS
,1996,0,0,2138.0361,0,0,DANAU PARIS
,1997,.125,40,2138.0361,0,0,DANAU PARIS
,1998,.015625,5,2138.0361,0,0,DANAU PARIS
,1999,0,0,2138.0361,0,0,DANAU PARIS
,2000,0,0,2138.0361,0,0,DANAU PARIS
,2001,0,0,2138.0361,0,0,DANAU PARIS
,2002,0,0,2138.0361,0,0,DANAU PARIS
,2003,0,0,2138.0361,0,0,DANAU PARIS
,2004,0,0,2138.0361,0,0,DANAU PARIS
,2005,0,0,2138.0361,0,0,DANAU PARIS
,2006,0,0,2138.0361,0,0,DANAU PARIS
,2007,0,0,2138.0361,0,0,DANAU PARIS
,2008,0,0,2138.0361,0,0,DANAU PARIS
,2009,0,0,2138.0361,0,0,DANAU PARIS
,2010,0,0,2138.0361,0,0,DANAU PARIS
,2011,0,0,2138.0361,0,0,DANAU PARIS
,2012,0,0,2138.0361,0,0,DANAU PARIS
,1992,0,0,14734.975,0,0,DARUL AMAN
,1993,1.238095,78,14734.975,0,0,DARUL AMAN
,1994,0,0,14734.975,0,0,DARUL AMAN
,1995,.14925399,10,14734.975,0,0,DARUL AMAN
,1996,1.015873,64,14734.975,0,0,DARUL AMAN
,1997,1.269841,80,14734.975,0,0,DARUL AMAN
,1998,1.587302,100,14734.975,0,0,DARUL AMAN
,1999,0,0,14734.975,0,0,DARUL AMAN
,2000,1.984127,125,14734.975,0,0,DARUL AMAN
,2001,.95238101,60,14734.975,0,0,DARUL AMAN
,2002,1.777778,112,14734.975,0,0,DARUL AMAN
,2003,2.079365,131,14734.975,0,0,DARUL AMAN
,2004,2.349206,148,14734.975,0,0,DARUL AMAN
,2005,2.6349211,166,14734.975,0,0,DARUL AMAN
,2006,2.412698,152,14734.975,0,0,DARUL AMAN
